Character,Japanese,English

セージ,「頻繁に使用するグラスやコップ、皿類はそこの棚の中段に。鍋やフライパンは下段、上段には使用頻度が高くなさそうなものを入れておいた」

セージ,「はっはっは、お礼なんていい。自己紹介の時に『力仕事は任せてくれ！』と言っただろう」

セージ,「食材が入った段ボール箱を厨房に運んだりするのは大変だろう？　そういう時は遠慮なく俺に声をかけてくれ。力になるぞ！」

セージ,「よしよし」

セージ,「ん？　俺に頭を撫でられるのは嫌か？」

セージ,「ふーむ。嫌じゃないけど、こういうことは人間がするものじゃないかって？」

セージ,「はっはっは、確かにその通りだ！　これじゃあどっちが人間でネコかわからないもんなぁ」

セージ,「どうだ？　これなら俺の頭を撫でられそうか？」

セージ,「うん……ああ、これはいいな」

デイル,「セージさん達、何してー」

デイル,「ああっ！？」

フェンネル,「デイルくん、大声を出してどうしたんですか？」

フェンネル,「こ、これは……」

ローリエ,「ふぅん。セージが抜け駆けするとは思わなかったな」

セージ,「抜け駆け？　ああ、みんなも彼女に撫でてもらいたいのか！」

ローリエ,「……まあまあだな」

フェンネル,「そのわりに気持ち良さそうですよ」

デイル,「えっ、僕も？」

デイル,「じゃ、じゃあ、ちょっとだけ……」

デイル,「わっ、気持ち良い。幸せ～……♪」

デイル,「ねぇねぇ、フェンネルさんも彼女に撫でてもらったら？　すっごく気持ち良いよ♪」

フェンネル,「いえ、私は遠慮します」

デイル,「ネコは頭を撫でてもらうのが好きだし、フェンネルさんだってそうでしょ？」

デイル,「ほら、彼女も遠慮しないでって言ってるし……ね、撫でてもらおうよ！」

フェンネル,「デイルくん！？　私は遠慮すると言ってー」

デイル,「いいからいいから♪」

フェンネル,「くっ……」

デイル,「あはは。フェンネルさんも気持ち良さそう♪」

フェンネル,「ね、ネコだから仕方ありません」

フェンネル,「それよりみんなで写真を撮るんでしょう？　私は先に行っていますよ」

ローリエ,「ふっ、気まずくなって逃げたな」

デイル,「フェンネルさんって、意外と可愛いところがあるんだね」

セージ,「よし、俺達も行くぞ！」

ディル,「んー、立ち位置はどうする？　セージさんは一番背が高いから後ろ？」

フェンネル,「そうですね。次に高いのがローリエさんなので、セージさんと貴方が後ろ。私とデイルくんが前でいいでしょう」

セージ,「ふーむ。こんな感じか」

デイル,「わっ、セージさん！」

セージ,「おお、すまんすまん。ちょうど良い位置にあったから、つい撫でてしまった」

ローリエ,「……フェンネル。お前、つむじハゲてるぞ」

フェンネル,「！！？」

フェンネル,「ほっ……」

フェンネル,「ローリエさん、笑えない冗談はやめてください。寿命が縮まるところでした」

ローリエ,「あんまり怒るなよ。カッカすると、ハゲやすくなるぜ？」

フェンネル,「……貴方が怒らせるような発言をしたからでしょう」

デイル,「あはははは……」

デイル,「あっ、ほら！　彼女が写真を撮ってもいいのかな？って顔をしてるよ！」

デイル,「みんな笑顔でー……はい、チーズ！」

デイル,「どう？　よく撮れてる？」

デイル,「うん、いい感じ。みんなも見てみて！」

セージ,「ああ、それぞれの特徴が出ていて良いと思うぞ！」

フェンネル,「ふむ……ピンボケしていませんし、これを制作会社に提出してトップ画面にしてもらいましょう」

ローリエ,「ふぁ……これでやることが終わったなら、開店まで寝かせてもらう」

ローリエ,「ZZZZ……」

デイル,「開店が１０時だから、後３０分くらいあるね」

デイル,「……あっ、そうだ！」

デイル,「ねぇねぇ、彼女をお客さんに見立てて接客シミュレーションをしてもらうのはどうかな？」

フェンネル,「ふむ……私達は接客経験がありませんし、事前練習は必要でしょう」

フェンネル,「ローリエさん、そういうことなので起きて練習に参加してください」

ローリエ,「あふ……休み暇なしとは、後でたっぷり褒美をもらわないと割に合わないな」

ローリエ,「それで、この中の誰から接客をするんだ？」

デイル,「じゃあ僕！　ほら、言い出しっペだし！」

フェンネル,「では、デイルくんお願いします」












































